Id,Location,CoverType,StartDate ,EndDate,PolicyTenure,NetPremium,Action,VehicleType,Status
5000464,Kilifi,COMMERCIAL TOR OWN GOODS,14-May-20,13-Jun-24,5,650,EXTEND,COMMERCIAL,ACTIVE
5000465,Kilifi,PRIVATE TOR,13-May-20,12-Jun-24,4,650,EXTEND,PRIVATE,ACTIVE
5000466,Kilifi,PRIVATE TPO,15-May-20,14-May-25,4,3300,EXTEND,PRIVATE,ACTIVE
5000467,Kilifi,COMMERCIAL TPO OWN GOODS,13-May-20,12-May-25,5,2784,EXTEND,COMMERCIAL,ACTIVE
5000468,Kilifi,PRIVATE TOR,13-May-20,12-Jun-24,5,750,EXTEND,PRIVATE,ACTIVE
5000469,Kilifi,PRIVATE TOR,13-May-20,12-Jun-24,4,750,EXTEND,PRIVATE,ACTIVE
5000470,Kilifi,PRIVATE TOR,14-May-20,13-Jun-24,4,750,EXTEND,PRIVATE,ACTIVE
5000471,Kilifi,PRIVATE TOR ,12-May-20,11-Jun-24,4,750,EXTEND,PRIVATE,ACTIVE
5000472,Kilifi,PRIVATE TPO,11-May-20,10-May-25,4,3881,EXTEND,PRIVATE,ACTIVE
5000473,Kilifi,PSV TPO TAXI,10-May-20,9-May-25,5,4387,EXTEND,COMMERCIAL,ACTIVE
5000474,Kilifi,PRIVATE TPO,9-May-20,8-May-25,5,3881,EXTEND,PRIVATE,ACTIVE
5000475,Kilifi,PRIVATE TOR,9-May-20,8-Jun-24,4,750,EXTEND,PRIVATE,ACTIVE
5000476,Kilifi,COMMERCIAL TOR OWN GOODS,8-Aug-20,7-Jun-24,4,750,EXTEND,COMMERCIAL,NOT ACTIVE 
5000477,Kilifi,PRIVATE TOR,7-May-20,6-Jun-24,4,750,EXTEND,PRIVATE,ACTIVE
5000478,Kilifi,PRIVATE TPO,9-May-20,8-May-25,5,3881,EXTEND,PRIVATE,ACTIVE
5000479,Kilifi,PRIVATE TPO,7-May-20,6-May-25,5,1870,EXTEND,PRIVATE,ACTIVE
5000480,Kilifi,PRIVATE TOR,6-May-20,5-Jun-24,4,750,EXTEND,PRIVATE,ACTIVE
5000481,Kilifi,PRIVATE TPO,6-May-20,5-May-25,5,0,EXTEND,PRIVATE,NOT ACTIVE 
5000482,Kilifi,PRIVATE TOR ,7-May-20,6-Jun-24,4,750,EXTEND,PRIVATE,NOT ACTIVE 
5000483,Kilifi,PRIVATE TOR,6-May-20,5-Jun-24,4,750,EXTEND,PRIVATE,ACTIVE
5000484,Kilifi,PRIVATE TOR,6-May-20,5-Jun-24,4,750,EXTEND,PRIVATE,ACTIVE
5000485,Kilifi,PRIVATE TPO,6-May-20,5-May-25,5,3881,EXTEND,PRIVATE,ACTIVE
5000486,Kilifi,PRIVATE TOR,6-May-20,5-Jun-24,4,750,EXTEND,PRIVATE,ACTIVE
